HivePath,HiveType,Description,Category,KeyPath,ValueName,ValueType,ValueData,ValueData2,ValueData3,Comment,Recursive,Deleted,LastWriteTimestamp,PluginDetailFile
./registry_dir/registry.0xfffff8a006be8010.SAM.reg,Sam,User Accounts (SAM),User Accounts,CMI-CreateHive{C4E7BA2B-68E8-499C-B1A1-371AC8D717C7}\SAM\Domains\Account\Users,V,(plugin),Username: Administrator Id: 500 ValidUserId: True,"Created: 2025-02-04 13:16:38.6972166 Last login: 2010-11-21 03:47:20.9452429 Last password change: 2010-11-21 03:57:24.7150555 Last incorrect password: 2025-02-04 13:28:17.4405786 Expires on: ","Account flags: AccountDisabled, NormalUserAccount, PasswordDoesNotExpire",User accounts in SAM hive,False,False,2025-02-04 13:16:29.2280000,./recmd_out/20250311152806\20250311152806_UserAccounts_./registry_dir/registry.0xfffff8a006be8010.SAM.reg.csv
./registry_dir/registry.0xfffff8a006be8010.SAM.reg,Sam,User Accounts (SAM),User Accounts,CMI-CreateHive{C4E7BA2B-68E8-499C-B1A1-371AC8D717C7}\SAM\Domains\Account\Users,V,(plugin),Username: Guest Id: 501 ValidUserId: True,"Created: 2025-02-04 13:16:38.6972166 Last login:  Last password change:  Last incorrect password:  Expires on: ","Account flags: AccountDisabled, PasswordNotRequired, NormalUserAccount, PasswordDoesNotExpire",User accounts in SAM hive,False,False,2025-02-04 13:16:29.2280000,./recmd_out/20250311152806\20250311152806_UserAccounts_./registry_dir/registry.0xfffff8a006be8010.SAM.reg.csv
./registry_dir/registry.0xfffff8a006be8010.SAM.reg,Sam,User Accounts (SAM),User Accounts,CMI-CreateHive{C4E7BA2B-68E8-499C-B1A1-371AC8D717C7}\SAM\Domains\Account\Users,V,(plugin),Username: User Id: 1000 ValidUserId: True,"Created: 2025-02-04 13:16:29.2280000 Last login: 2025-02-04 16:20:31.6870211 Last password change: 2025-02-04 13:32:17.3838109 Last incorrect password: 2025-02-04 16:20:26.0398112 Expires on: ","Account flags: PasswordNotRequired, NormalUserAccount",User accounts in SAM hive,False,False,2025-02-04 13:16:29.2280000,./recmd_out/20250311152806\20250311152806_UserAccounts_./registry_dir/registry.0xfffff8a006be8010.SAM.reg.csv
./registry_dir/registry.0xfffff8a006be8010.SAM.reg,Sam,Built-in User Accounts (SAM),User Accounts,CMI-CreateHive{C4E7BA2B-68E8-499C-B1A1-371AC8D717C7}\SAM\Domains\Builtin\Aliases,Multiple,(plugin),GroupName: Administrators,Comment: Administrators have complete and unrestricted access to the computer/domain,"Users: S-1-5-21-4155376174-509444641-1072743315-500, S-1-5-21-4155376174-509444641-1072743315-1000",Built-in accounts in SAM hive,False,False,2025-02-05 05:14:21.1308450,./recmd_out/20250311152806\20250311152806_SAMBuiltin_./registry_dir/registry.0xfffff8a006be8010.SAM.reg.csv
./registry_dir/registry.0xfffff8a006be8010.SAM.reg,Sam,Built-in User Accounts (SAM),User Accounts,CMI-CreateHive{C4E7BA2B-68E8-499C-B1A1-371AC8D717C7}\SAM\Domains\Builtin\Aliases,Multiple,(plugin),GroupName: Users,Comment: Users are prevented from making accidental or intentional system-wide changes and can run most applications,"Users: S-1-5-4, S-1-5-11, S-1-5-21-4155376174-509444641-1072743315-1000",Built-in accounts in SAM hive,False,False,2025-02-05 05:14:21.1308450,./recmd_out/20250311152806\20250311152806_SAMBuiltin_./registry_dir/registry.0xfffff8a006be8010.SAM.reg.csv
./registry_dir/registry.0xfffff8a006be8010.SAM.reg,Sam,Built-in User Accounts (SAM),User Accounts,CMI-CreateHive{C4E7BA2B-68E8-499C-B1A1-371AC8D717C7}\SAM\Domains\Builtin\Aliases,Multiple,(plugin),GroupName: Guests,"Comment: Guests have the same access as members of the Users group by default, except for the Guest account which is further restricted",Users: S-1-5-21-4155376174-509444641-1072743315-501,Built-in accounts in SAM hive,False,False,2025-02-05 05:14:21.1308450,./recmd_out/20250311152806\20250311152806_SAMBuiltin_./registry_dir/registry.0xfffff8a006be8010.SAM.reg.csv
./registry_dir/registry.0xfffff8a006be8010.SAM.reg,Sam,Built-in User Accounts (SAM),User Accounts,CMI-CreateHive{C4E7BA2B-68E8-499C-B1A1-371AC8D717C7}\SAM\Domains\Builtin\Aliases,Multiple,(plugin),GroupName: Power Users,Comment: Power Users are included for backwards compatibility and possess limited administrative powers,"Users: ",Built-in accounts in SAM hive,False,False,2025-02-05 05:14:21.1308450,./recmd_out/20250311152806\20250311152806_SAMBuiltin_./registry_dir/registry.0xfffff8a006be8010.SAM.reg.csv
./registry_dir/registry.0xfffff8a006be8010.SAM.reg,Sam,Built-in User Accounts (SAM),User Accounts,CMI-CreateHive{C4E7BA2B-68E8-499C-B1A1-371AC8D717C7}\SAM\Domains\Builtin\Aliases,Multiple,(plugin),GroupName: Backup Operators,Comment: Backup Operators can override security restrictions for the sole purpose of backing up or restoring files,"Users: ",Built-in accounts in SAM hive,False,False,2025-02-05 05:14:21.1308450,./recmd_out/20250311152806\20250311152806_SAMBuiltin_./registry_dir/registry.0xfffff8a006be8010.SAM.reg.csv
./registry_dir/registry.0xfffff8a006be8010.SAM.reg,Sam,Built-in User Accounts (SAM),User Accounts,CMI-CreateHive{C4E7BA2B-68E8-499C-B1A1-371AC8D717C7}\SAM\Domains\Builtin\Aliases,Multiple,(plugin),GroupName: Replicator,Comment: Supports file replication in a domain,"Users: ",Built-in accounts in SAM hive,False,False,2025-02-05 05:14:21.1308450,./recmd_out/20250311152806\20250311152806_SAMBuiltin_./registry_dir/registry.0xfffff8a006be8010.SAM.reg.csv
./registry_dir/registry.0xfffff8a006be8010.SAM.reg,Sam,Built-in User Accounts (SAM),User Accounts,CMI-CreateHive{C4E7BA2B-68E8-499C-B1A1-371AC8D717C7}\SAM\Domains\Builtin\Aliases,Multiple,(plugin),GroupName: Remote Desktop Users,Comment: Members in this group are granted the right to logon remotely,"Users: ",Built-in accounts in SAM hive,False,False,2025-02-05 05:14:21.1308450,./recmd_out/20250311152806\20250311152806_SAMBuiltin_./registry_dir/registry.0xfffff8a006be8010.SAM.reg.csv
